gtopt_id_structure	mane_id_structure	tm_score_selected	tmalign_status	pair_status	return_code	pair_index	gtopt_key	mane_key	tmalign_status_key	pair_status_key	valid_tmalign_status	valid_pair_status	valid_return_code	domain_category	length_group	sequence_change_category	structure_changed	structure_status
GTOPT000361787	ENST00000330553.6	0.24139	ok	READY	0	303	GTOPT000361787	ENST00000330553	ok	READY	TRUE	TRUE	TRUE	Complex domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000361938	ENST00000692008.1	0.30794	ok	READY	0	304	GTOPT000361938	ENST00000692008	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000362857	ENST00000420353.7	0.16447	ok	READY	0	305	GTOPT000362857	ENST00000420353	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000365648	ENST00000311966.9	0.94712	ok	READY	0	306	GTOPT000365648	ENST00000311966	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000366229	ENST00000293502.2	0.95366	ok	READY	0	307	GTOPT000366229	ENST00000293502	ok	READY	TRUE	TRUE	TRUE	Domain gain	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000370995	ENST00000328827.9	0.4009	ok	READY	0	308	GTOPT000370995	ENST00000328827	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	TRUE	Structure changed
GTOPT000371050	ENST00000328827.9	0.15279	ok	READY	0	309	GTOPT000371050	ENST00000328827	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000373814	ENST00000397809.10	0.17043	ok	READY	0	310	GTOPT000373814	ENST00000397809	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000373817	ENST00000397809.10	0.17043	ok	READY	0	311	GTOPT000373817	ENST00000397809	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000373952	ENST00000261226.9	0.45789	ok	READY	0	312	GTOPT000373952	ENST00000261226	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	TRUE	Structure changed
GTOPT000373981	ENST00000261226.9	0.32782	ok	READY	0	313	GTOPT000373981	ENST00000261226	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000375244	ENST00000279907.12	0.27728	ok	READY	0	314	GTOPT000375244	ENST00000279907	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000376297	ENST00000258494.14	0.49925	ok	READY	0	315	GTOPT000376297	ENST00000258494	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000377723	ENST00000355312.8	0.20078	ok	READY	0	316	GTOPT000377723	ENST00000355312	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000378023	ENST00000228825.12	0.99541	ok	READY	0	317	GTOPT000378023	ENST00000228825	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000378413	ENST00000335007.10	0.95219	ok	READY	0	318	GTOPT000378413	ENST00000335007	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000378456	ENST00000335007.10	0.94535	ok	READY	0	319	GTOPT000378456	ENST00000335007	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000378549	ENST00000228841.15	0.85228	ok	READY	0	320	GTOPT000378549	ENST00000228841	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000378616	ENST00000228841.15	0.73818	ok	READY	0	321	GTOPT000378616	ENST00000228841	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000382021	ENST00000308366.9	0.87072	ok	READY	0	322	GTOPT000382021	ENST00000308366	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000382023	ENST00000308366.9	0.88503	ok	READY	0	323	GTOPT000382023	ENST00000308366	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000383145	ENST00000289004.8	0.683	ok	READY	0	324	GTOPT000383145	ENST00000289004	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000383162	ENST00000289004.8	0.88095	ok	READY	0	325	GTOPT000383162	ENST00000289004	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000383242	ENST00000464942.7	0.48932	ok	READY	0	326	GTOPT000383242	ENST00000464942	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000383532	ENST00000620786.5	0.11132	ok	READY	0	327	GTOPT000383532	ENST00000620786	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000385686	ENST00000308736.7	0.82451	ok	READY	0	328	GTOPT000385686	ENST00000308736	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000386339	ENST00000690449.1	0.38339	ok	READY	0	329	GTOPT000386339	ENST00000690449	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000386390	ENST00000392373.7	0.45596	ok	READY	0	330	GTOPT000386390	ENST00000392373	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000388239	ENST00000248484.9	0.28572	ok	READY	0	331	GTOPT000388239	ENST00000248484	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	TRUE	Structure changed
GTOPT000390151	ENST00000315596.15	0.90735	ok	READY	0	334	GTOPT000390151	ENST00000315596	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000391764	ENST00000325686.7	0.72358	ok	READY	0	335	GTOPT000391764	ENST00000325686	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000392501	ENST00000389797.8	0.22219	ok	READY	0	336	GTOPT000392501	ENST00000389797	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000394270	ENST00000219022.3	0.38161	ok	READY	0	337	GTOPT000394270	ENST00000219022	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000394550	ENST00000377881.8	0.29769	ok	READY	0	338	GTOPT000394550	ENST00000377881	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000397587	ENST00000319562.11	0.79013	ok	READY	0	340	GTOPT000397587	ENST00000319562	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000398404	ENST00000376052.5	0.43987	ok	READY	0	341	GTOPT000398404	ENST00000376052	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000399476	ENST00000360467.7	0.13785	ok	READY	0	342	GTOPT000399476	ENST00000360467	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000402833	ENST00000381989.4	0.19145	ok	READY	0	344	GTOPT000402833	ENST00000381989	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000403183	ENST00000282344.11	0.65511	ok	READY	0	345	GTOPT000403183	ENST00000282344	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000405183	ENST00000360631.8	0.1801	ok	READY	0	346	GTOPT000405183	ENST00000360631	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000405193	ENST00000360631.8	0.1809	ok	READY	0	347	GTOPT000405193	ENST00000360631	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000405979	ENST00000379747.9	0.26064	ok	READY	0	348	GTOPT000405979	ENST00000379747	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000410581	ENST00000378060.9	0.32153	ok	READY	0	349	GTOPT000410581	ENST00000378060	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000411340	ENST00000377636.8	0.24798	ok	READY	0	350	GTOPT000411340	ENST00000377636	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000411390	ENST00000377636.8	0.18996	ok	READY	0	351	GTOPT000411390	ENST00000377636	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000411398	ENST00000377636.8	0.25264	ok	READY	0	352	GTOPT000411398	ENST00000377636	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000413852	ENST00000267273.7	0.63827	ok	READY	0	353	GTOPT000413852	ENST00000267273	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000415570	ENST00000478244.6	0.83991	ok	READY	0	354	GTOPT000415570	ENST00000478244	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000416758	ENST00000339374.11	0.90535	ok	READY	0	355	GTOPT000416758	ENST00000339374	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000420375	ENST00000216780.9	0.78806	ok	READY	0	356	GTOPT000420375	ENST00000216780	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000420376	ENST00000216780.9	0.51211	ok	READY	0	357	GTOPT000420376	ENST00000216780	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000421792	ENST00000458591.7	0.87328	ok	READY	0	358	GTOPT000421792	ENST00000458591	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000422173	ENST00000345122.8	0.55238	ok	READY	0	359	GTOPT000422173	ENST00000345122	ok	READY	TRUE	TRUE	TRUE	Complex domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000423442	ENST00000640607.2	0.27113	ok	READY	0	360	GTOPT000423442	ENST00000640607	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	TRUE	Structure changed
GTOPT000425948	ENST00000395314.8	0.15354	ok	READY	0	361	GTOPT000425948	ENST00000395314	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000435933	ENST00000216487.12	0.10477	ok	READY	0	364	GTOPT000435933	ENST00000216487	ok	READY	TRUE	TRUE	TRUE	Complex domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000436268	ENST00000013070.11	0.64717	ok	READY	0	365	GTOPT000436268	ENST00000013070	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000440392	ENST00000429436.7	0.17534	ok	READY	0	367	GTOPT000440392	ENST00000429436	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000441963	ENST00000329146.9	0.40451	ok	READY	0	368	GTOPT000441963	ENST00000329146	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	TRUE	Structure changed
GTOPT000444484	ENST00000605057.6	0.10162	ok	READY	0	369	GTOPT000444484	ENST00000605057	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000446433	ENST00000216336.3	0.93117	ok	READY	0	370	GTOPT000446433	ENST00000216336	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000446442	ENST00000216338.9	0.86036	ok	READY	0	371	GTOPT000446442	ENST00000216338	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000446470	ENST00000216341.9	0.94534	ok	READY	0	372	GTOPT000446470	ENST00000216341	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000446743	ENST00000331968.11	0.15334	ok	READY	0	373	GTOPT000446743	ENST00000331968	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000448324	ENST00000331299.6	0.93827	ok	READY	0	374	GTOPT000448324	ENST00000331299	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000452390	ENST00000216446.9	0.66074	ok	READY	0	375	GTOPT000452390	ENST00000216446	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000452889	ENST00000394419.9	0.82607	ok	READY	0	377	GTOPT000452889	ENST00000394419	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000453937	ENST00000334696.11	0.54042	ok	READY	0	378	GTOPT000453937	ENST00000334696	ok	READY	TRUE	TRUE	TRUE	Domain gain	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000455115	ENST00000261531.12	0.55025	ok	READY	0	379	GTOPT000455115	ENST00000261531	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000455358	ENST00000614646.5	0.6503	ok	READY	0	380	GTOPT000455358	ENST00000614646	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000456321	ENST00000554943.6	0.1097	ok	READY	0	381	GTOPT000456321	ENST00000554943	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000457315	ENST00000238609.4	0.25238	ok	READY	0	382	GTOPT000457315	ENST00000238609	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	TRUE	Structure changed
GTOPT000470081	ENST00000299084.9	0.23553	ok	READY	0	384	GTOPT000470081	ENST00000299084	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000472228	ENST00000318010.13	0.39594	ok	READY	0	385	GTOPT000472228	ENST00000318010	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000475560	ENST00000307179.9	0.35842	ok	READY	0	386	GTOPT000475560	ENST00000307179	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	TRUE	Structure changed
GTOPT000475841	ENST00000308580.12	0.62255	ok	READY	0	387	GTOPT000475841	ENST00000308580	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000476946	ENST00000267853.10	0.20777	ok	READY	0	388	GTOPT000476946	ENST00000267853	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000477719	ENST00000636159.2	0.06085	ok	READY	0	389	GTOPT000477719	ENST00000636159	ok	READY	TRUE	TRUE	TRUE	Complex domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000477723	ENST00000636159.2	0.06085	ok	READY	0	390	GTOPT000477723	ENST00000636159	ok	READY	TRUE	TRUE	TRUE	Complex domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000477727	ENST00000636159.2	0.14894	ok	READY	0	391	GTOPT000477727	ENST00000636159	ok	READY	TRUE	TRUE	TRUE	Complex domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000477760	ENST00000636159.2	0.06085	ok	READY	0	392	GTOPT000477760	ENST00000636159	ok	READY	TRUE	TRUE	TRUE	Complex domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000477773	ENST00000636159.2	0.14894	ok	READY	0	393	GTOPT000477773	ENST00000636159	ok	READY	TRUE	TRUE	TRUE	Complex domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000477851	ENST00000636159.2	0.04089	ok	READY	0	394	GTOPT000477851	ENST00000636159	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000478288	ENST00000403994.9	0.83768	ok	READY	0	395	GTOPT000478288	ENST00000403994	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000480454	ENST00000261858.7	0.29746	ok	READY	0	396	GTOPT000480454	ENST00000261858	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000481389	ENST00000318443.10	0.46164	ok	READY	0	397	GTOPT000481389	ENST00000318443	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 10-20%	Length changed	TRUE	Structure changed
GTOPT000484758	ENST00000683961.1	0.05852	ok	READY	0	398	GTOPT000484758	ENST00000683961	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000485961	ENST00000394553.6	0.52858	ok	READY	0	399	GTOPT000485961	ENST00000394553	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000486371	ENST00000394518.7	0.04308	ok	READY	0	402	GTOPT000486371	ENST00000394518	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000486470	ENST00000394518.7	0.1674	ok	READY	0	403	GTOPT000486470	ENST00000394518	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000486659	ENST00000394518.7	0.15841	ok	READY	0	404	GTOPT000486659	ENST00000394518	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000486667	ENST00000394518.7	0.12423	ok	READY	0	405	GTOPT000486667	ENST00000394518	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000486752	ENST00000394518.7	0.07002	ok	READY	0	406	GTOPT000486752	ENST00000394518	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000491179	ENST00000557942.6	0.23436	ok	READY	0	407	GTOPT000491179	ENST00000557942	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000494862	ENST00000290378.6	0.63853	ok	READY	0	408	GTOPT000494862	ENST00000290378	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000495439	ENST00000561208.6	0.33298	ok	READY	0	409	GTOPT000495439	ENST00000561208	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000498008	ENST00000319359.8	0.40083	ok	READY	0	410	GTOPT000498008	ENST00000319359	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	TRUE	Structure changed
GTOPT000501722	ENST00000435532.8	0.2247	ok	READY	0	411	GTOPT000501722	ENST00000435532	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000505456	ENST00000220062.9	0.51364	ok	READY	0	412	GTOPT000505456	ENST00000220062	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000506443	ENST00000261880.10	0.80916	ok	READY	0	414	GTOPT000506443	ENST00000261880	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000506596	ENST00000249806.11	0.84696	ok	READY	0	415	GTOPT000506596	ENST00000249806	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000507338	ENST00000299213.10	0.24921	ok	READY	0	416	GTOPT000507338	ENST00000299213	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	TRUE	Structure changed
GTOPT000508497	ENST00000456471.3	0.32562	ok	READY	0	417	GTOPT000508497	ENST00000456471	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000510120	ENST00000308508.5	0.11186	ok	READY	0	418	GTOPT000510120	ENST00000308508	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000511498	ENST00000220166.10	0.88628	ok	READY	0	419	GTOPT000511498	ENST00000220166	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000511544	ENST00000220166.10	0.98686	ok	READY	0	420	GTOPT000511544	ENST00000220166	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000514256	ENST00000268150.13	0.63466	ok	READY	0	421	GTOPT000514256	ENST00000268150	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000514721	ENST00000300055.10	0.38899	ok	READY	0	422	GTOPT000514721	ENST00000300055	ok	READY	TRUE	TRUE	TRUE	Domain gain	Length change 0-10%	Length changed	TRUE	Structure changed
GTOPT000514748	ENST00000300055.10	0.5407	ok	READY	0	423	GTOPT000514748	ENST00000300055	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000515324	ENST00000330062.8	0.91496	ok	READY	0	424	GTOPT000515324	ENST00000330062	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000515334	ENST00000330062.8	0.88565	ok	READY	0	425	GTOPT000515334	ENST00000330062	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000515691	ENST00000333371.8	0.98712	ok	READY	0	426	GTOPT000515691	ENST00000333371	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000518348	ENST00000199708.3	0.99036	ok	READY	0	427	GTOPT000518348	ENST00000199708	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000520166	ENST00000338844.8	0.79773	ok	READY	0	428	GTOPT000520166	ENST00000338844	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000524784	ENST00000381920.8	0.62023	ok	READY	0	429	GTOPT000524784	ENST00000381920	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000527669	ENST00000417362.7	0.44573	ok	READY	0	430	GTOPT000527669	ENST00000417362	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000530803	ENST00000317058.8	0.84496	ok	READY	0	431	GTOPT000530803	ENST00000317058	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000531099	ENST00000684370.1	0.29836	ok	READY	0	432	GTOPT000531099	ENST00000684370	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	TRUE	Structure changed
GTOPT000532747	ENST00000308893.9	0.3328	ok	READY	0	433	GTOPT000532747	ENST00000308893	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	TRUE	Structure changed
GTOPT000532753	ENST00000308893.9	0.37195	ok	READY	0	434	GTOPT000532753	ENST00000308893	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000533367	ENST00000642816.3	0.69629	ok	READY	0	435	GTOPT000533367	ENST00000642816	ok	READY	TRUE	TRUE	TRUE	Domain gain	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000535360	ENST00000268296.9	0.15324	ok	READY	0	436	GTOPT000535360	ENST00000268296	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000536953	ENST00000561678.7	0.73741	ok	READY	0	437	GTOPT000536953	ENST00000561678	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000538185	ENST00000471389.6	0.20768	ok	READY	0	438	GTOPT000538185	ENST00000471389	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000539212	ENST00000439977.7	0.33073	ok	READY	0	439	GTOPT000539212	ENST00000439977	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	TRUE	Structure changed
GTOPT000539290	ENST00000200676.8	0.47806	ok	READY	0	440	GTOPT000539290	ENST00000200676	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT000539535	ENST00000290776.13	0.21137	ok	READY	0	441	GTOPT000539535	ENST00000290776	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000541397	ENST00000317091.10	0.76859	ok	READY	0	442	GTOPT000541397	ENST00000317091	ok	READY	TRUE	TRUE	TRUE	Domain gain	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000541793	ENST00000521374.6	0.52169	ok	READY	0	443	GTOPT000541793	ENST00000521374	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000542264	ENST00000326152.6	0.69218	ok	READY	0	444	GTOPT000542264	ENST00000326152	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT000544357	ENST00000288050.9	0.20971	ok	READY	0	445	GTOPT000544357	ENST00000288050	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT000545938	ENST00000355906.10	0.78554	ok	READY	0	446	GTOPT000545938	ENST00000355906	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000545940	ENST00000355906.10	0.79857	ok	READY	0	447	GTOPT000545940	ENST00000355906	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT000545973	ENST00000355906.10	0.77611	ok	READY	0	448	GTOPT000545973	ENST00000355906	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT000546997	ENST00000248248.8	0.98609	ok	READY	0	449	GTOPT000546997	ENST00000248248	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
