Ind	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	pop	superpop
HG00452	0.0151411	-6.01004	-1.24169	-2.07557	-1.04836	2.75074	-0.191762	10.9517	-2.35229	1.72533	CHS	EAS
HG00457	-1.217	-3.52652	-0.0549372	1.70236	10.4824	1.26209	10.4015	3.94331	10.025	-0.302929	CHS	EAS
HG00458	0.891961	-10.6643	1.99281	0.446848	1.72981	-11.8343	-0.693632	-0.636589	-9.25037	-4.59901	CHS	EAS
HG00463	0.0496467	-7.64822	-1.91048	4.67769	1.61978	-8.95383	-9.19838	-10.2229	2.741	14.0436	CHS	EAS
HG00464	-1.09787	-8.9648	0.413296	4.26908	-2.55576	8.96648	2.1322	-0.704605	-17.114	1.28809	CHS	EAS
HG00472	2.24429	-6.34435	-4.53292	2.41123	-2.24597	-4.08705	-12.9439	6.94456	4.36267	-6.67847	CHS	EAS
HG00473	-0.563952	-8.68467	4.90625	2.98772	0.856408	7.5215	1.11292	-0.689677	-1.51114	5.95695	CHS	EAS
HG00475	2.51478	-7.72831	-5.41053	-0.731414	-3.47126	-5.28977	-7.50088	-15.2769	16.3837	-23.4004	CHS	EAS
HG00476	1.11864	-8.06056	5.61093	-10.3206	4.08637	-1.20254	3.00968	-3.80699	1.06884	15.3744	CHS	EAS
HG00478	-0.408741	-3.28814	3.35545	7.00373	0.33606	-9.18614	3.37935	-12.5843	-1.42491	11.5291	CHS	EAS
HG00479	0.895927	-6.21399	2.77188	-3.60619	4.23553	-12.9961	3.21036	2.20217	-9.11435	-2.59741	CHS	EAS
HG00500	0.930025	-8.37731	2.09722	-7.55229	-1.31655	11.5789	-0.256428	-3.94447	5.31748	-8.69842	CHS	EAS
HG00513	-1.72359	-5.84875	4.73552	-11.7372	-1.16856	7.43031	-7.79617	-2.28591	-3.69372	11.4591	CHS	EAS
HG00524	0.563138	-5.71506	-3.1883	-5.10115	8.34392	-2.99092	-20.1233	6.67205	-2.7685	3.76681	CHS	EAS
HG00525	2.89051	-8.31325	-2.81416	-6.83474	-5.81238	4.01474	11.581	3.68776	-8.80747	1.67494	CHS	EAS
HG00530	3.42102	-8.06175	-1.67728	8.49595	-3.45275	1.84424	-8.33429	-12.9434	-9.26433	-0.577809	CHS	EAS
HG00531	-4.04832	-6.80292	3.80829	-2.47687	-1.74821	10.5328	-4.87979	5.78652	8.37707	11.1109	CHS	EAS
HG00533	1.44477	-6.88021	-1.93199	4.45156	4.75989	2.5152	-8.76317	-8.00084	-3.15936	-10.1869	CHS	EAS
HG00534	-0.202442	-5.96895	-5.641	8.63742	0.45941	3.42604	-13.2671	1.75513	3.28228	-3.52349	CHS	EAS
HG00536	1.43691	-8.14598	3.57716	4.91714	0.487558	3.71157	-22.0563	-9.51018	3.7096	0.294741	CHS	EAS
HG00537	1.23813	-7.09004	-3.33132	-6.7113	17.1925	5.81637	-19.4686	21.1163	3.32198	3.71703	CHS	EAS
HG00542	1.51381	-9.54898	-2.41603	-3.96565	-5.48825	-5.96818	-0.719319	-8.50438	8.17674	-19.2903	CHS	EAS
HG00543	-1.4234	-6.23067	-13.7285	-5.19348	-1.19756	-5.52165	7.59628	2.43211	-5.40127	8.25593	CHS	EAS
HG00556	0.0711945	-3.77567	-6.26635	13.641	2.7319	5.59922	16.9046	3.08933	3.55087	-2.75567	CHS	EAS
HG00557	-0.728731	-5.64506	-2.23164	9.28979	8.17441	1.79352	10.0574	4.03523	8.83778	-2.12107	CHS	EAS
HG00559	4.32219	-4.94737	0.891443	8.70182	0.114809	-6.64068	2.59003	-4.00389	2.96542	1.55102	CHS	EAS
HG00560	1.3103	-6.33918	-0.771652	-10.9239	-5.23503	0.843766	3.18644	1.08318	-2.69279	-7.78622	CHS	EAS
HG00565	1.29212	-10.5578	-4.04292	-1.11809	-15.7501	1.65167	-6.87023	8.92668	-5.85741	-9.36938	CHS	EAS
HG00566	-0.942997	-7.27498	-0.349876	-10.4601	-4.88153	-1.38379	-0.241569	6.24507	1.07558	2.13642	CHS	EAS
HG00580	2.19037	-9.03127	-4.3389	0.818705	4.78981	3.54879	3.56018	3.27378	-1.11554	-7.11088	CHS	EAS
HG00581	5.0406	-5.35496	-12.4309	-13.7852	-18.6041	-4.67938	-0.492916	-5.35949	17.4584	3.45676	CHS	EAS
HG00583	-5.60097	-2.76397	1.55341	0.139322	0.661678	-1.46571	-20.8168	3.48703	1.80027	5.13895	CHS	EAS
HG00584	0.374086	-6.95453	-9.86666	-13.9573	-14.5235	-8.92024	-5.18514	7.44984	-5.64366	6.00794	CHS	EAS
HG00589	1.29944	-5.14113	1.81874	5.53977	-5.10347	-9.55094	-6.28925	6.3508	-0.58472	2.43926	CHS	EAS
HG00590	-1.60903	-5.21461	1.8595	-5.9035	-8.84007	2.54644	5.06092	10.555	-11.7593	3.02792	CHS	EAS
HG00592	9.09445	-14.56	-7.1157	4.80254	5.0619	1.60681	5.80625	7.17559	-9.26602	6.69857	CHS	EAS
HG00593	1.77738	-7.74848	2.40004	6.91545	0.862799	3.59547	1.3136	2.80056	3.79472	5.26317	CHS	EAS
HG00595	1.29443	-10.2369	-3.75518	-17.1186	-12.3844	-7.00629	-8.9009	9.899	-3.21085	6.55953	CHS	EAS
HG00596	2.19525	-6.79625	0.0454178	-10.8159	-0.53617	20.5377	1.84089	2.7858	3.58705	1.34979	CHS	EAS
HG00598	-0.362046	-7.03859	2.36549	-1.58739	-0.136761	6.3846	-12.592	2.48007	3.64337	7.19305	CHS	EAS
HG00599	4.46451	-5.56121	1.55467	-5.86248	0.236382	5.29066	-1.68528	10.5465	7.80927	7.69844	CHS	EAS
HG00607	2.39925	-7.23739	-16.0645	-16.1268	-10.0048	-1.55495	-4.03111	-1.84604	17.8625	1.97923	CHS	EAS
HG00608	0.302345	-4.38696	-1.58239	-13.2833	6.93427	2.26308	-8.67663	1.5549	2.9911	-11.0169	CHS	EAS
HG00610	1.06502	-4.41725	8.9366	-4.47655	-10.5452	8.12392	3.36099	4.17586	-10.4676	6.16385	CHS	EAS
HG00611	0.388526	-4.39685	3.2809	-2.7686	2.13835	-12.5331	-2.09595	1.0309	2.11082	-1.71892	CHS	EAS
HG00613	-0.571096	-8.50706	-13.5496	-17.2718	-8.04652	-15.519	5.55833	7.6873	-2.65828	-2.00796	CHS	EAS
HG00614	1.90258	-5.42362	5.07358	-11.6974	-6.78981	-0.911935	-1.15329	1.71452	-11.2449	-1.67354	CHS	EAS
HG00619	-0.534668	-5.0165	-8.07326	-4.48156	9.71348	-8.68545	9.54458	-12.8605	1.32359	1.66061	CHS	EAS
HG00620	-0.780256	-10.2811	-17.8092	5.85884	0.689649	-2.0599	-7.00919	-1.74407	-4.92452	1.98478	CHS	EAS
HG00622	0.510448	-8.6321	-0.659723	-6.54915	9.2121	-4.55151	-4.97601	0.849492	-2.61791	2.19076	CHS	EAS
HG00623	0.0684345	-5.38411	-8.40983	-11.1763	-3.92739	2.76216	-4.77267	-2.71909	-6.80213	5.88693	CHS	EAS
HG00625	-3.62031	-4.87873	-7.37495	-7.81079	-1.74721	-1.84206	-10.4598	-4.07796	2.32234	0.904833	CHS	EAS
HG00626	0.63781	-5.34492	-4.40293	-5.42024	-0.827248	3.99116	-10.5941	3.19101	2.57871	9.11802	CHS	EAS
HG00628	1.41132	-6.96777	-3.96749	-5.11634	4.22859	-5.4812	2.23432	2.01085	5.43664	10.5076	CHS	EAS
HG00629	-1.30786	-7.53937	8.55302	-12.9597	3.8818	5.84662	-12.5412	5.07363	-18.9041	7.03828	CHS	EAS
HG00631	2.81362	-9.4252	-10.0143	14.0651	0.290424	-4.42828	7.11268	9.02765	-6.01753	0.539351	CHS	EAS
HG00632	1.93539	-7.78702	6.7689	-11.1587	7.75769	16.9592	-7.24223	3.22063	5.62275	6.93158	CHS	EAS
HG00634	1.3284	-9.08158	-6.44053	-11.8359	-12.9747	-12.1812	0.738084	-5.05051	9.77688	1.33852	CHS	EAS
HG00650	-8.06816	-2.65447	0.926296	-5.49746	-6.56195	0.339005	-2.78611	3.56559	4.6643	-0.853365	CHS	EAS
HG00651	-6.49413	-3.67693	3.7014	-4.54539	9.12498	-1.31056	-2.86619	1.47752	-6.55675	-4.07497	CHS	EAS
HG00653	-6.2336	0.428902	5.95638	-6.40138	12.4198	-6.62136	-10.3512	-7.06461	-8.8938	5.80542	CHS	EAS
HG00654	-4.1925	-2.67451	4.81386	1.26407	-3.55876	3.80348	-6.97001	4.84467	6.02409	-11.5367	CHS	EAS
HG00656	-8.3764	-3.23896	-3.0018	-3.11438	10.1038	9.29038	-3.11428	5.23466	11.7741	2.03493	CHS	EAS
HG00657	-4.06118	-1.3885	-0.713322	3.48307	-4.64975	8.10245	-6.86097	-6.25373	-3.90132	14.4407	CHS	EAS
HG00662	-4.80195	-3.17345	-7.71804	11.8244	-1.01356	-1.26486	-12.8501	14.8146	7.01964	13.2533	CHS	EAS
HG00663	-8.28923	-3.33063	-5.25129	-2.26436	-9.62434	-7.86181	-15.4304	-0.696243	7.30505	-0.547204	CHS	EAS
HG00671	-5.27275	-1.43543	-6.07659	4.58742	2.11321	-4.0175	6.47381	-1.90511	9.2317	3.67797	CHS	EAS
HG00672	-6.2817	0.212325	5.60607	-1.52978	3.48928	1.40471	-17.6322	0.720898	-2.1018	-2.71544	CHS	EAS
HG00674	-6.94339	-2.96011	2.40799	-1.26545	5.81954	14.4525	-1.43239	3.64068	-1.13535	3.02654	CHS	EAS
HG00675	-5.35483	-2.56674	-2.95423	-8.12683	1.61972	25.6237	5.7756	-4.44386	2.56845	-0.745826	CHS	EAS
HG00683	-5.77255	-1.84277	-6.46514	3.83788	0.542739	12.5824	-2.16703	1.88461	1.73703	3.02892	CHS	EAS
HG00684	-6.35999	-3.45948	-7.3552	9.63201	4.41269	-1.19044	-5.32526	-7.26156	-1.28933	10.2829	CHS	EAS
HG00689	-6.49224	-6.55225	-3.80406	-8.07159	-5.95542	19.9408	-4.59611	0.537932	0.536468	4.67281	CHS	EAS
HG00690	-8.42311	-0.784692	-6.79631	-9.24151	4.27957	6.5977	-1.18931	13.1804	4.1305	-3.86111	CHS	EAS
HG00692	-6.30985	-4.10396	-7.75279	-1.63322	-2.27323	8.93313	-4.6669	2.33277	4.04508	-5.7045	CHS	EAS
HG00693	-3.43657	-2.80089	7.13637	-4.6497	-6.86932	8.72507	-13.7631	-0.197401	-0.0120043	-1.32633	CHS	EAS
HG00698	-5.0474	-2.45353	0.683981	3.03004	-1.47974	2.80247	-6.61151	-9.2473	11.4344	1.56109	CHS	EAS
HG00699	-3.17695	-2.92898	-5.03262	-7.37869	-3.28731	-1.88951	-2.11131	-4.19714	4.19653	-9.02144	CHS	EAS
HG00701	-1.37372	-4.91081	0.495808	-8.55098	-10.041	-2.01607	1.07014	12.582	7.37457	1.47389	CHS	EAS
HG00704	-6.50666	-2.82039	-4.27541	-0.839455	-12.5442	1.1034	3.1253	10.9215	-3.967	4.73802	CHS	EAS
HG00705	-5.87413	-4.06168	-2.25978	-5.00947	-3.71901	-4.26544	0.867924	-2.56313	8.63277	-2.93898	CHS	EAS
HG00707	-7.8261	-0.650934	-5.0258	7.17759	-11.9149	-0.361276	-4.50493	5.86757	4.97206	-0.426951	CHS	EAS
HG00708	-3.02241	-4.04861	-3.21963	-3.74373	-11.1919	6.04807	3.56635	2.03156	8.66457	3.0015	CHS	EAS
HG00717	-5.70366	-3.77101	-1.79267	-9.75072	3.78077	-9.54044	3.36474	0.30234	2.29163	-0.140815	CHS	EAS
HG00728	-6.45248	0.313479	-0.0525224	4.01626	-3.07248	-5.60531	-14.1653	15.8873	8.06676	1.5914	CHS	EAS
HG00729	-4.97359	-3.94831	-0.15658	-4.93692	-12.8416	6.04903	4.94499	9.53328	-3.35943	13.3722	CHS	EAS
HG00759	-20.4721	6.22762	15.4184	1.31878	-5.80418	-0.35669	3.19442	10.1904	-2.7339	12.4566	CDX	EAS
HG00766	-20.3539	12.7628	22.4305	-12.9652	-0.692872	-8.78854	3.88869	14.491	-8.06144	-12.1026	CDX	EAS
HG00844	-22.8108	12.8203	20.6522	4.97304	-2.84266	1.55159	3.25046	-1.02315	-3.95757	-1.30265	CDX	EAS
HG00851	-19.7004	9.59159	19.1277	2.07329	11.3289	-7.25281	1.93877	13.8729	-2.24405	-7.29412	CDX	EAS
HG00864	-17.307	10.7471	18.7824	-1.77098	5.05079	6.46978	-1.6833	7.24822	6.7366	1.1384	CDX	EAS
HG00867	-17.2945	10.2619	16.2471	-10.5035	2.57062	-5.23083	-4.5126	-3.54799	-2.76198	-9.54862	CDX	EAS
HG00879	-21.4638	9.6381	15.4617	-7.8466	17.7365	-2.04077	-5.3429	7.66161	-1.18101	-14.2135	CDX	EAS
HG00881	-21.4009	10.6989	23.5771	4.15919	5.22727	-12.2802	15.1834	7.4898	-16.8439	-9.27649	CDX	EAS
HG00956	-17.5456	6.02117	6.88987	-1.88583	8.14111	-21.9127	15.3819	16.5993	-3.17421	13.958	CDX	EAS
HG00978	-14.9095	7.70186	13.0961	5.96651	-7.30139	4.03426	4.675	3.8442	3.23204	-3.39656	CDX	EAS
HG00982	-20.6474	9.59022	13.5548	1.996	19.9186	0.140067	5.42017	1.96523	3.12556	2.78925	CDX	EAS
HG01028	-20.8235	8.68642	10.743	1.77531	-10.3425	-9.13032	5.82268	7.39532	4.80985	11.5166	CDX	EAS
HG01029	-21.4813	12.1238	13.6846	-3.27939	3.01746	-0.347008	-1.18334	-0.391308	6.65012	1.39608	CDX	EAS
HG01031	-21.1695	11.9573	13.6011	7.2509	6.97279	-8.254	2.19704	2.02344	-4.62322	5.61291	CDX	EAS
HG01046	-17.81	10.3845	3.63627	3.76937	5.51278	1.42215	-2.02772	12.372	12.1365	8.50422	CDX	EAS
HG01595	-11.1362	7.22999	-10.8669	11.292	-6.21154	11.161	-0.416013	3.245	4.25298	-6.1883	KHV	EAS
HG01596	-16.4616	3.32385	-8.67423	-2.22832	-3.60187	-0.549628	8.64602	-4.46154	-15.6536	5.97815	KHV	EAS
HG01597	-16.3919	7.94697	-8.73336	-10.5005	-2.21161	18.6442	-3.24517	-2.96609	-14.382	3.98723	KHV	EAS
HG01598	-14.4752	8.47602	-8.38171	4.74634	12.474	-0.0778821	-5.94999	-5.35148	1.17894	1.2297	KHV	EAS
HG01599	-12.2753	6.20836	-3.6793	-13.9604	-13.8872	2.27542	3.05488	18.6841	-6.63367	2.41014	KHV	EAS
HG01600	-15.8166	1.93976	-11.8919	-7.26433	3.26497	10.4373	0.604906	-2.16751	-5.15699	9.51309	KHV	EAS
HG01794	-20.8528	7.85027	1.50798	0.900097	-9.23659	-4.76411	-4.84898	2.24206	16.9752	0.582643	CDX	EAS
HG01795	-18.4809	11.5543	-4.50098	11.0287	-7.77718	-14.9387	6.71336	11.5184	-2.64538	-14.5728	CDX	EAS
HG01796	-21.0634	11.0896	13.3987	9.23803	-4.97828	-0.363533	-6.65049	-0.473048	10.0047	9.97776	CDX	EAS
HG01797	-22.0809	11.6896	4.81127	-2.49366	-1.59943	0.26436	4.73466	-9.61463	2.49473	7.83768	CDX	EAS
HG01798	-0.541741	-4.1596	-1.87644	-2.48834	5.63658	-8.30766	-8.50052	-9.07042	-4.79953	0.765227	CDX	EAS
HG01799	-18.3498	10.7069	3.99445	0.500408	-17.7945	-11.6796	6.04472	-5.97589	8.73624	2.36537	CDX	EAS
HG01800	-18.8752	9.31114	17.5487	6.33454	-6.05681	-4.3798	-4.08831	-1.64257	-3.90414	6.73883	CDX	EAS
HG01801	-20.4962	8.65289	13.5418	-11.3379	-0.932072	-6.23462	-4.63776	-7.81563	-9.83698	2.57343	CDX	EAS
HG01802	-16.1223	7.00836	5.35923	-5.0401	-5.7813	-9.46394	-4.86175	6.4327	3.88524	-7.01366	CDX	EAS
HG01804	-21.4546	6.76348	7.81934	-1.25183	10.4859	6.8934	3.40228	1.23819	-3.14009	1.70769	CDX	EAS
HG01805	-17.1944	8.59122	5.62122	1.11563	1.90906	1.15625	7.80538	-7.57554	-2.8616	3.22959	CDX	EAS
HG01806	-21.3974	10.2898	-3.6414	5.07325	-4.03557	-16.3227	-7.17372	6.58236	1.28848	-7.93397	CDX	EAS
HG01807	-18.9067	16.0285	11.6133	6.37512	9.18307	4.22901	-5.95699	-18.0539	-6.94917	18.8251	CDX	EAS
HG01808	-16.9614	10.7066	8.65263	-2.17273	1.47036	-10.987	-13.7746	4.57511	-15.4428	-9.91502	CDX	EAS
HG01809	-20.7364	7.20277	7.25769	3.314	7.00514	14.958	-0.831401	3.83777	8.82745	-2.79806	CDX	EAS
HG01810	-20.19	9.23691	11.9594	8.23765	-0.32492	-18.6301	-2.56658	-0.858981	-8.98893	2.85775	CDX	EAS
HG01811	-21.8975	11.202	8.19403	12.0805	0.268047	-2.41808	-4.25851	7.87561	8.02686	-2.35194	CDX	EAS
HG01812	-19.7895	11.2059	-1.09149	8.92168	-7.96193	-6.44815	-0.499414	0.765473	20.6345	-2.40108	CDX	EAS
HG01813	-17.6361	7.58992	6.0876	7.69971	17.5472	-0.484174	5.52763	-3.77485	20.9497	6.43669	CDX	EAS
HG01815	-20.4751	11.0605	5.69634	-7.72482	-9.47818	4.05974	18.7988	-7.97395	10.7004	-0.0205726	CDX	EAS
HG01816	-19.6545	11.2337	1.69636	11.0213	13.0191	-22.9714	-16.642	5.8869	10.1621	9.25671	CDX	EAS
HG01817	-19.0467	10.7659	9.62688	8.18033	-2.52889	-0.878565	-3.61644	4.73064	4.35244	11.4207	CDX	EAS
HG01840	-14.7485	6.08078	-7.71039	6.94689	-2.36606	-1.18497	-1.7303	0.798335	-9.01432	1.05951	KHV	EAS
HG01841	-18.0183	6.6636	-17.0465	9.52963	-4.22005	-2.01973	-3.31099	-0.936778	8.83421	-3.70602	KHV	EAS
HG01842	-15.533	5.33918	-15.6231	3.99391	0.0593862	4.45236	4.19012	-10.9308	5.38304	-1.60967	KHV	EAS
HG01843	-16.8584	9.42737	-4.81755	-0.689013	12.0569	11.4354	-5.98579	-0.0604115	-8.41452	7.38532	KHV	EAS
HG01844	-13.4959	4.79108	-13.5419	7.52119	-2.18705	2.65429	0.230383	-3.34954	-17.3981	2.21064	KHV	EAS
HG01845	-14.5023	3.35348	-11.5331	-0.886894	-18.0085	3.46088	-6.65173	8.56992	-22.3924	-6.30674	KHV	EAS
HG01846	-16.1445	6.27484	-19.5008	0.140191	12.2737	-0.245968	-6.9641	-9.5406	1.89732	5.60513	KHV	EAS
HG01847	-16.6487	6.87343	-11.4922	5.15257	-6.87841	12.441	10.1187	2.90348	-11.3654	-2.93582	KHV	EAS
HG01848	-15.9352	4.55377	-4.69249	-8.34284	-5.39165	-5.0635	1.92071	-3.02578	3.47584	0.807924	KHV	EAS
HG01849	-17.3243	9.22258	-6.57605	3.03203	5.04438	6.56259	-1.78505	-7.12963	5.62304	-9.03262	KHV	EAS
HG01850	-16.2627	10.2249	-15.9477	-6.05621	-6.31797	7.84781	-2.33192	-0.418887	-4.57278	7.25166	KHV	EAS
HG01851	-16.8933	11.4823	-5.85864	-5.7322	4.20291	-0.554004	-9.66526	3.72879	-12.8432	0.454008	KHV	EAS
HG01852	-14.2579	3.35599	-16.3293	-1.61897	-10.9204	-3.44931	-0.601656	-1.49573	-9.83302	7.13809	KHV	EAS
HG01853	-16.6876	9.32837	-7.67529	-8.94122	4.50977	3.90024	9.13781	1.63939	2.12796	7.49592	KHV	EAS
HG01855	-16.193	4.9541	-5.52586	1.16514	-11.2197	0.696564	1.23439	9.06575	-7.19246	-1.74559	KHV	EAS
HG01857	-13.4884	7.16761	-7.19592	11.1916	-0.436452	-2.3665	-6.13298	-4.52494	-16.6309	-8.92355	KHV	EAS
HG01858	-15.6321	6.79405	-4.63882	-9.58023	-9.14953	5.35351	-1.64442	-6.03602	-3.45797	-7.1343	KHV	EAS
HG01859	-15.224	5.54703	-16.9933	9.22736	-8.9753	6.60012	-12.8374	-9.12964	4.64421	3.04894	KHV	EAS
HG01860	-17.0863	6.28943	-7.60994	9.22771	7.17472	7.58497	-14.35	0.11127	-13.3576	0.39081	KHV	EAS
HG01861	-15.8214	8.31388	-17.9514	8.02478	-1.53176	6.09179	0.760165	-16.8959	-3.36895	4.61939	KHV	EAS
HG01862	-12.2826	2.07948	-2.95759	8.76883	1.3194	-4.77077	-5.35021	5.42809	-9.54194	12.0321	KHV	EAS
HG01863	-12.9967	4.35795	-13.3933	-3.79084	-9.65763	-2.1516	-10.3873	3.231	-12.1154	0.30375	KHV	EAS
HG01864	-14.7751	8.27121	-6.51772	-2.11307	8.33329	0.735877	-1.07176	-4.48045	3.4655	1.3841	KHV	EAS
HG01865	-13.4134	9.22039	-4.25	4.7835	6.4531	2.31208	10.6865	3.39648	-3.38639	-0.795912	KHV	EAS
HG01866	-16.0398	8.4536	-13.1123	-15.9816	17.0738	-4.7481	6.20144	3.76281	-6.62886	-22.1244	KHV	EAS
HG01867	-16.5267	8.88101	-8.49509	9.21802	-0.367024	18.0592	-10.1352	-6.80224	-16.81	-8.06759	KHV	EAS
HG01868	-16.7261	4.45667	-14.7296	-3.83035	7.88756	-2.43548	6.80294	1.36593	-10.9897	4.23514	KHV	EAS
HG01869	-15.2026	5.6015	-2.99173	-14.368	7.63229	8.75936	4.00451	4.47552	-6.64361	-3.37152	KHV	EAS
HG01870	-17.8133	8.04704	-2.31412	-0.986928	-2.10175	-8.10998	6.83032	2.84622	-6.11138	0.850306	KHV	EAS
HG01871	-15.3683	4.46038	-4.01192	-3.85245	7.82106	-5.42189	-12.1621	-6.74954	-14.751	-6.25782	KHV	EAS
HG01872	-9.80755	3.22132	-4.00216	-4.33536	11.3077	-0.983473	13.1062	-6.36196	-6.36222	4.62845	KHV	EAS
HG01873	-14.585	6.45777	-14.8641	5.79327	-1.07669	-5.41987	15.5955	8.32325	4.43021	7.74774	KHV	EAS
HG01874	-13.9305	10.4409	-24.5035	17.2899	-2.18684	-1.23069	-8.97739	-3.8992	6.97734	-8.87335	KHV	EAS
HG01878	-15.3129	9.86502	-12.9299	4.58352	-12.6912	8.19807	1.94425	16.7488	1.92989	8.611	KHV	EAS
HG02016	-15.9377	10.5147	-10.4731	-9.59142	4.96474	-2.98747	2.73197	2.76083	0.832074	10.6882	KHV	EAS
HG02017	-15.6367	6.42419	-9.73164	-2.69403	-1.17515	6.41712	2.84388	10.4689	4.66704	-1.33477	KHV	EAS
HG02019	-16.1413	10.1755	-9.13931	-8.7009	18.7932	6.01575	-8.92866	-5.4877	-6.34027	-0.371851	KHV	EAS
HG02020	-18.8343	6.63882	-14.7182	-9.0932	-3.276	-7.55603	15.5957	3.09531	-5.04693	-0.00223699	KHV	EAS
HG02023	-18.2158	10.2607	-6.54119	0.441158	0.141619	-1.89014	-5.71174	-3.19803	5.3856	-5.47941	KHV	EAS
HG02025	-13.3664	5.59443	-9.01485	8.27636	-7.27764	0.259477	-1.24751	-0.297455	-5.58717	-4.67551	KHV	EAS
HG02026	-16.8422	10.2236	-4.82967	2.16233	12.6551	1.44887	-2.55114	-1.18808	7.20725	-0.415491	KHV	EAS
HG02028	-16.7329	5.20301	-1.84804	0.99545	-4.31971	3.1006	-8.11116	8.72575	-4.22993	0.352858	KHV	EAS
HG02029	-7.86474	-1.02056	-9.8487	9.12371	7.16666	2.15426	8.41525	-3.51352	3.34768	-13.1487	KHV	EAS
HG02031	-13.4457	4.19209	-9.58486	-5.1721	-6.75131	6.71121	-1.06422	-4.04481	-8.28747	1.26988	KHV	EAS
HG02032	-10.0526	0.862932	2.88511	-4.13023	-6.88715	11.6701	1.40457	0.971569	10.8801	-6.30788	KHV	EAS
HG02035	-15.4551	8.57304	-9.55082	-6.10659	0.461741	-6.42873	-4.53538	-5.99915	-5.50152	-2.77446	KHV	EAS
HG02040	-13.9156	5.41714	-13.6044	-15.2525	4.94094	3.7309	3.2551	-7.96535	-9.55974	-0.0436667	KHV	EAS
HG02047	-17.419	7.17758	3.17235	-1.79092	13.9533	6.53734	2.4319	0.334062	-0.274107	-1.57395	KHV	EAS
HG02048	-16.1102	6.48443	-5.90549	3.3256	-0.494817	12.8724	5.64085	1.05375	8.86349	0.12613	KHV	EAS
HG02049	-17.8285	6.61339	-15.6431	-2.37403	17.7057	-0.824815	6.40625	-6.1142	-8.29852	-11.5991	KHV	EAS
HG02050	-15.0604	4.7322	0.352044	-3.65733	-5.06461	20.133	11.127	-0.264749	-12.2675	-5.42609	KHV	EAS
HG02057	-17.6532	8.5688	-15.0316	3.83859	-1.90653	0.977476	-17.166	-8.54354	5.16093	6.77596	KHV	EAS
HG02058	-13.8109	6.78697	2.99364	-15.4385	-7.14528	7.39597	12.1668	-10.592	-14.0544	14.4064	KHV	EAS
HG02060	-16.9398	8.80242	-8.03461	4.15595	-13.0059	1.79264	26.7627	-6.99966	-2.08854	0.178408	KHV	EAS
HG02061	-17.2158	4.74323	-10.9423	-2.63163	-5.99958	2.63141	16.9978	-11.8184	-6.36941	19.7807	KHV	EAS
HG02064	-13.0544	5.62639	-9.03292	1.26913	12.0071	2.93145	-4.13846	10.0266	-4.71245	-3.32942	KHV	EAS
HG02067	-14.1802	6.56466	-8.75482	-0.736256	-4.85779	7.02352	5.59282	12.049	-9.88324	1.09678	KHV	EAS
HG02069	-16.2063	9.0117	-9.83007	-0.275919	-8.70975	-0.259109	-21.3779	-1.08518	0.498653	4.24418	KHV	EAS
HG02070	-14.756	4.10707	-9.83892	-3.62202	-10.6437	5.49666	3.50698	-3.16828	-15.161	-12.4746	KHV	EAS
HG02072	-13.2248	6.3189	-13.9052	-1.79808	5.09857	-11.1941	6.80088	3.69913	-3.05777	-6.41275	KHV	EAS
HG02073	-13.0095	7.53052	-5.37196	4.05649	7.01222	11.6806	-0.330798	5.48733	-3.48739	-7.23459	KHV	EAS
HG02075	-14.2065	3.71383	-18.8379	-5.64966	-0.182267	2.3297	-0.856654	-2.15856	-0.185012	-2.99657	KHV	EAS
HG02076	-17.1906	8.69888	-13.5511	10.0585	-6.21159	13.2238	-4.81516	3.02592	-3.03909	-2.85877	KHV	EAS
HG02078	-17.7666	7.71102	-5.16687	-1.70212	-10.041	3.3112	4.09467	7.07302	-8.47072	-2.70278	KHV	EAS
HG02079	-16.6393	4.79942	-10.4486	11.0122	6.89753	-1.23156	0.426891	-2.07562	-2.97038	1.25449	KHV	EAS
HG02081	-14.6734	9.39627	-13.6543	-5.40525	-3.55875	14.7205	-3.34398	-4.65289	-2.70926	2.42947	KHV	EAS
HG02082	-6.7535	3.73757	-9.92715	2.86585	-2.62021	-3.62283	-0.0707661	2.24006	-10.3062	6.6225	KHV	EAS
HG02084	-14.277	8.58985	-9.91244	1.00416	-5.20165	10.9719	-13.0073	8.25475	0.508824	2.65644	KHV	EAS
HG02085	-17.2156	7.46347	-14.8906	4.91278	3.22969	10.3247	-6.98395	-5.45817	0.104027	2.90534	KHV	EAS
HG02086	-14.9708	10.9374	-7.48213	2.77558	6.23962	7.08241	-8.51121	1.1011	3.13084	1.29911	KHV	EAS
HG02087	-16.4903	3.78869	-7.68169	-8.24386	-4.85334	5.77666	-1.1601	-2.90824	10.8303	5.24448	KHV	EAS
HG02088	-16.6091	7.80963	-15.3387	2.44153	0.939843	-2.72565	10.0058	0.197971	11.0677	1.90675	KHV	EAS
HG02113	-16.3238	6.61279	-12.6035	11.5968	12.6919	-3.16504	6.33238	-6.22478	-8.12764	-8.72357	KHV	EAS
HG02116	-12.2064	4.78582	-7.74868	-1.94919	-6.09287	-3.25862	10.0433	8.74281	-3.65491	0.560278	KHV	EAS
HG02121	-14.783	6.06519	-10.0362	2.36152	-5.20114	6.74471	17.9403	4.34345	3.12604	-1.42488	KHV	EAS
